ID,TANAP ID,Indexnr,Archief Amsterdam of Zeeland?,Deel,Folio-begin,Folio-eind,Scan-begin,Scan-Eind,Enkel gescanned of dubbel?,RGP Deel,RGP START,Jaar,Beschrijving,Datum,Datum (nummeriek),LINK naar eerste scan,Bestandsnaam van eerste scan,LINK naar laatste scan,Bestandsnaam van laatste scan,HTR van IJsberg beschikbaar?
481,50099,2329,A,,2366,2389,560,586,Dubbel,9,#N/A,1735,"Drie origineele brieven door den berghopman Nathaniel Steijnmets aan de vergadering van seventiene geschreeven den 1 September, 22 October en 17 November 1735.",1 september & 22 october & 17 november 1735,1-09-&22-10-&17-11-1735,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2329/file/NL-HaNA_1.04.02_2329_0560,NL-HaNA_1.04.02_2329_0560,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2329/file/NL-HaNA_1.04.02_2329_0586,NL-HaNA_1.04.02_2329_0586,FALSE
482,50102,2330,A,,2402,2505,18,123,Dubbel,9,692,1736,Origineele missive door den gouverneur generael en raaden van Indien aan de vergadering van seventiene geschreven den 23 Januarij 1736.,23 januarij 1736,23-01-1736,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2330/file/NL-HaNA_1.04.02_2330_0018,NL-HaNA_1.04.02_2330_0018,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2330/file/NL-HaNA_1.04.02_2330_0123,NL-HaNA_1.04.02_2330_0123,FALSE
483,50113,2330,A,,2613,2621,348,356,Dubbel,9,#N/A,1736,Origineele brieff door den gouverneur generaal en raaden van Indien aan de vergaderingh van seventiene in dato 26 Januarij 1736 over het gouvernement van Ceijlon., 26 Januarij 1736 over het gouvernement van Ceijlon.,26-01-1736,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2330/file/NL-HaNA_1.04.02_2330_0348,NL-HaNA_1.04.02_2330_0348,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2330/file/NL-HaNA_1.04.02_2330_0356,NL-HaNA_1.04.02_2330_0356,FALSE
484,50114,2330,A,,2622,2628,358,364,Dubbel,9,#N/A,1736,Origineele brieff door den gouverneur generaal en raaden van Indien aan de vergaderingh van seventiene weegens den Chineesen handel gedateert 27 Januarij 1736., 27 Januarij 1736.,27-01-1736,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2330/file/NL-HaNA_1.04.02_2330_0358,NL-HaNA_1.04.02_2330_0358,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2330/file/NL-HaNA_1.04.02_2330_0364,NL-HaNA_1.04.02_2330_0364,FALSE
485,50135,2330,A,,2705,2711,473,481,Dubbel,9,#N/A,1735,Origineele missive door den cargas Henrij Abbes en Isaacq Dias de Fonseca uijt Canton aan de vergadering van seventiene geschreven in dato 31 Januarij 1735., 31 Januarij 1735.,31-01-1735,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2330/file/NL-HaNA_1.04.02_2330_0473,NL-HaNA_1.04.02_2330_0473,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2330/file/NL-HaNA_1.04.02_2330_0481,NL-HaNA_1.04.02_2330_0481,FALSE
486,50137,2331,A,,2723,3108,19,419,Dubbel,9,702,1736,Origineele missive door de gouverneur generaal en de raaden van Indien aan de vergadering van seventiene geschreven in dato 6 April 1736., 6 April 1736.,6-04-1736,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2331/file/NL-HaNA_1.04.02_2331_0019,NL-HaNA_1.04.02_2331_0019,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2331/file/NL-HaNA_1.04.02_2331_0419,NL-HaNA_1.04.02_2331_0419,FALSE
487,52049,2359,A,,14,359,25,374,Dubbel,9,750,1736,Origineele missive door de gouverneur generaal en raden van Indien te Batavia aan de vergadering van seventiene in dato 24 October 1736., 24 October 1736.,24-10-1736,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2359/file/NL-HaNA_1.04.02_2359_0025,NL-HaNA_1.04.02_2359_0025,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2359/file/NL-HaNA_1.04.02_2359_0374,NL-HaNA_1.04.02_2359_0374,FALSE
488,52051,2360,A,,371,691,9,331,Dubbel,9,#N/A,1736,"Copia generaale brieff door gouverneur generaal en raden tot Batavia aen de vergadering van seventiene van 6 April 1736 met de thee scheepen de Jonge Willem, Schonauwen en Ridderkerk afgezonden.",6 april 1736,6-04-1736,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2360/file/NL-HaNA_1.04.02_2360_0009,NL-HaNA_1.04.02_2360_0009,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2360/file/NL-HaNA_1.04.02_2360_0331,NL-HaNA_1.04.02_2360_0331,FALSE
489,52074,2361,A,,1025,1034,65,76,Dubbel,9,#N/A,1735,Copia beantwoorde extracten uijt de generaele missive van de vergadering van seventiene van 3 September 1735 bij den tweeden oppercoopman des casteels van Harman Theelingh en opperhooft over 't generale soldij comptoir Thomas van Spreekens nopens het niet ontvangen van eenige papieren in Nederland.,3 september 1735,3-09-1735,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2361/file/NL-HaNA_1.04.02_2361_0065,NL-HaNA_1.04.02_2361_0065,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2361/file/NL-HaNA_1.04.02_2361_0076,NL-HaNA_1.04.02_2361_0076,FALSE
490,52104,2362,A,,1228,1461,24,257,Dubbel,9,782,1736,Origineele missive door den gouverneur generaal Abraham Patras benevens den raad op Batavia aan de vergadering van seventiene geschreven den 31 December 1736.,31 december 1736,31-12-1736,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2362/file/NL-HaNA_1.04.02_2362_0024,NL-HaNA_1.04.02_2362_0024,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2362/file/NL-HaNA_1.04.02_2362_0782,NL-HaNA_1.04.02_2362_0782,FALSE
491,52144,2365,A,,2030,2303,25,300,Dubbel,9,807,1737,Origineele missive van generaal en raden aan de vergadering van seventiene geschreven den 2 April 1737.,2 april 1737,2-04-1737,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2365/file/NL-HaNA_1.04.02_2365_0025,NL-HaNA_1.04.02_2365_0025,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2365/file/NL-HaNA_1.04.02_2365_0300,NL-HaNA_1.04.02_2365_0300,FALSE
492,52145,2365,A,,2304,2314,304,315,Dubbel,9,830,1737,Origineele secreete missive van generaal en raden aan de vergadering van seventiene geschreven den 2 April 1737.,2 april 1737,2-04-1737,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2365/file/NL-HaNA_1.04.02_2365_0304,NL-HaNA_1.04.02_2365_0304,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2365/file/NL-HaNA_1.04.02_2365_0315,NL-HaNA_1.04.02_2365_0315,FALSE
493,52201,2367,A,,3620,3631,684,695,Dubbel,9,#N/A,1736,Origineele missive door de Batavia kerkenraad aan de vergadering van seventiene geschreven in dato 31 December 1736., 31 December 1736.,31-12-1736,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2367/file/NL-HaNA_1.04.02_2367_0684,NL-HaNA_1.04.02_2367_0684,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2367/file/NL-HaNA_1.04.02_2367_0695,NL-HaNA_1.04.02_2367_0695,FALSE
494,53784,2392,A,,76,445,181,927,Enkel,9,#N/A,1737,Origineele missive door generaal en raden [tot Batavia] aan de vergadering van seventien van 28 November 1737.,28 november 1737,28-11-1737,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2392/file/NL-HaNA_1.04.02_2392_0181,NL-HaNA_1.04.02_2392_0181,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2392/file/NL-HaNA_1.04.02_2392_0927,NL-HaNA_1.04.02_2392_0927,FALSE
495,53790,2393,A,,475,693,19,439,Enkel,9,#N/A,1737,"Copia generale missive door generaal en raden [tot Batavia] aan de vergadering van 17ne in dato 2 April 1737, zijnde de origineele bereijts met 't theeschip Westenbeek ontfangen."," 2 April 1737, zijnde de origineele bereijts met 't theeschip Westenbeek ontfangen.",2-04-1737,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2393/file/NL-HaNA_1.04.02_2393_0019,NL-HaNA_1.04.02_2393_0019,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2393/file/NL-HaNA_1.04.02_2393_0439,NL-HaNA_1.04.02_2393_0439,FALSE
496,53813,2393,A,,913,915,1001,1007,Enkel,9,#N/A,1737,"Origineel missive door den berg hopman Nathanaël Steijnmetz aan de vergadering van seventiene geschreven, gedateert 30 October 1737.", 30 October 1737.,30-10-1737,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2393/file/NL-HaNA_1.04.02_2393_1001,NL-HaNA_1.04.02_2393_1001,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2393/file/NL-HaNA_1.04.02_2393_1007,NL-HaNA_1.04.02_2393_1007,FALSE
497,53887,2396,A,,2147,2156,408,426,Enkel,9,#N/A,1737,Origineele missive door de Bataviase kerkenraad aan de vergadering van 17 geschreven in dato 25 November 1737., 25 November 1737.,25-11-1737,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2396/file/NL-HaNA_1.04.02_2396_0408,NL-HaNA_1.04.02_2396_0408,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2396/file/NL-HaNA_1.04.02_2396_0426,NL-HaNA_1.04.02_2396_0426,FALSE
498,169660,2364,A,,1882,1914,21,54,Dubbel,9,805,1737,Origineele missive door generaal en raden aan de vergadering van seventiene geschreven in dato 5 Februarij 1737., 5 Februarij 1737.,5-02-1737,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2364/file/NL-HaNA_1.04.02_2364_0021,NL-HaNA_1.04.02_2364_0021,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2364/file/NL-HaNA_1.04.02_2364_0054,NL-HaNA_1.04.02_2364_0054,FALSE
499,,2108,A,,10,79,16,86,Dubbel,9,1,1729,,18 juli 1729,18-07-1729,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2108/file/NL-HaNA_1.04.02_2108_0016,NL-HaNA_1.04.02_2108_0016,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2108/file/NL-HaNA_1.04.02_2108_0086,NL-HaNA_1.04.02_2108_0086,FALSE
500,,2110,A,,831,906,22,99,Dubbel,9,7,1729,,30 september 1729,30-09-1729,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2110/file/NL-HaNA_1.04.02_2110_0022,NL-HaNA_1.04.02_2110_0022,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2110/file/NL-HaNA_1.04.02_2110_0099,NL-HaNA_1.04.02_2110_0099,FALSE
501,,2110,A,,907,919,100,112,Dubbel,9,12,1729,,30 september 1729,30-09-1729,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2110/file/NL-HaNA_1.04.02_2110_0100,NL-HaNA_1.04.02_2110_0100,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2110/file/NL-HaNA_1.04.02_2110_0112,NL-HaNA_1.04.02_2110_0112,FALSE
502,,2112,A,,2457,2468,831,842,Dubbel,9,14,1729,,7 november 1729,7-11-1729,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2112/file/NL-HaNA_1.04.02_2112_0831,NL-HaNA_1.04.02_2112_0831,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2112/file/NL-HaNA_1.04.02_2112_0842,NL-HaNA_1.04.02_2112_0842,FALSE
503,,2113,A,,2521,3260,18,766,Dubbel,9,15,1729,,30 november 1729,30-11-1729,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2113/file/NL-HaNA_1.04.02_2113_0018,NL-HaNA_1.04.02_2113_0018,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2113/file/NL-HaNA_1.04.02_2113_0766,NL-HaNA_1.04.02_2113_0766,FALSE
504,,2113,A,,3261,3265,768,772,Dubbel,9,70,1729,,30 november 1729,30-11-1729,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2113/file/NL-HaNA_1.04.02_2113_0768,NL-HaNA_1.04.02_2113_0768,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2113/file/NL-HaNA_1.04.02_2113_0772,NL-HaNA_1.04.02_2113_0772,FALSE
505,,2118,A,,5262,5536,16,306,Dubbel,9,71,1730,,31 januari 1730,31-01-1730,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2118/file/NL-HaNA_1.04.02_2118_0016,NL-HaNA_1.04.02_2118_0016,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2118/file/NL-HaNA_1.04.02_2118_0306,NL-HaNA_1.04.02_2118_0306,FALSE
506,,2121,A,,6446,6459,69,83,Dubbel,9,96,1730,,27 februari 1730,27-02-1730,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2121/file/NL-HaNA_1.04.02_2121_0069,NL-HaNA_1.04.02_2121_0069,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2121/file/NL-HaNA_1.04.02_2121_0083,NL-HaNA_1.04.02_2121_0083,FALSE
507,,2121,A,,6587,6734,238,398,Dubbel,9,97,1730,,23 maart 1730,23-03-1730,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2121/file/NL-HaNA_1.04.02_2121_0238,NL-HaNA_1.04.02_2121_0238,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2121/file/NL-HaNA_1.04.02_2121_0398,NL-HaNA_1.04.02_2121_0398,FALSE
508,,2140,A,,12,168,43,361,Enkel,9,112,1730,,17 oktober 1730,17-10-1730,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2140/file/NL-HaNA_1.04.02_2140_0043,NL-HaNA_1.04.02_2140_0043,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2140/file/NL-HaNA_1.04.02_2140_0361,NL-HaNA_1.04.02_2140_0361,FALSE
509,,2140,A,,169,177,367,383,Enkel,9,130,1730,,17 oktober 1730,17-10-1730,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2140/file/NL-HaNA_1.04.02_2140_0367,NL-HaNA_1.04.02_2140_0367,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2140/file/NL-HaNA_1.04.02_2140_0383,NL-HaNA_1.04.02_2140_0383,FALSE
510,,2145,A,,3390,4253,55,1805,Enkel,9,131,1730,,30 november 1730,30-11-1730,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2145/file/NL-HaNA_1.04.02_2145_0055,NL-HaNA_1.04.02_2145_0055,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2145/file/NL-HaNA_1.04.02_2145_1805,NL-HaNA_1.04.02_2145_1805,FALSE
511,,2150,A,,6633,6942,33,673,Enkel,9,207,1731,,2 februari 1731,2-02-1731,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2150/file/NL-HaNA_1.04.02_2150_0033,NL-HaNA_1.04.02_2150_0033,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2150/file/NL-HaNA_1.04.02_2150_0673,NL-HaNA_1.04.02_2150_0673,FALSE
512,,2153,A,,8119,8246,39,303,Enkel,9,227,1731,,31 maart 1731,31-03-1731,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2153/file/NL-HaNA_1.04.02_2153_0039,NL-HaNA_1.04.02_2153_0039,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2153/file/NL-HaNA_1.04.02_2153_0303,NL-HaNA_1.04.02_2153_0303,FALSE
513,,2171,A,,14,388,22,398,Dubbel,9,233,1731,,12 oktober 1731,12-10-1731,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2171/file/NL-HaNA_1.04.02_2171_0022,NL-HaNA_1.04.02_2171_0022,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2171/file/NL-HaNA_1.04.02_2171_0398,NL-HaNA_1.04.02_2171_0398,FALSE
514,,2173,A,,1299,2109,20,836,Dubbel,9,256,1731,,28 december 1731,28-12-1731,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2173/file/NL-HaNA_1.04.02_2173_0020,NL-HaNA_1.04.02_2173_0020,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2173/file/NL-HaNA_1.04.02_2173_0836,NL-HaNA_1.04.02_2173_0836,FALSE
515,,2177,A,,3588,3992,17,419,Dubbel,9,294,1732,,14 februari 1732,14-02-1732,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2177/file/NL-HaNA_1.04.02_2177_0017,NL-HaNA_1.04.02_2177_0017,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2177/file/NL-HaNA_1.04.02_2177_0419,NL-HaNA_1.04.02_2177_0419,FALSE
516,,2177,A,,4012,4030,453,472,Dubbel,9,325,1732,,14 februari 1732,14-02-1732,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2177/file/NL-HaNA_1.04.02_2177_0453,NL-HaNA_1.04.02_2177_0453,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2177/file/NL-HaNA_1.04.02_2177_0472,NL-HaNA_1.04.02_2177_0472,FALSE
517,,2180,A,,5001,5222,16,241,Dubbel,9,327,1732,,25 maart 1732,25-03-1732,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2180/file/NL-HaNA_1.04.02_2180_0016,NL-HaNA_1.04.02_2180_0016,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2180/file/NL-HaNA_1.04.02_2180_0241,NL-HaNA_1.04.02_2180_0241,FALSE
518,,2205,A,,12,331,19,339,Dubbel,9,344,1732,,25 oktober 1732,25-10-1732,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2205/file/NL-HaNA_1.04.02_2205_0019,NL-HaNA_1.04.02_2205_0019,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2205/file/NL-HaNA_1.04.02_2205_0339,NL-HaNA_1.04.02_2205_0339,FALSE
519,,2209,A,,2096,3210,27,1145,Dubbel,9,365,1732,,8 december 1732,8-12-1732,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2209/file/NL-HaNA_1.04.02_2209_0027,NL-HaNA_1.04.02_2209_0027,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2209/file/NL-HaNA_1.04.02_2209_1145,NL-HaNA_1.04.02_2209_1145,FALSE
520,,2210,A,,3211,3212,7,8,Dubbel,9,424,1732,,8 december 1732,8-12-1732,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2210/file/NL-HaNA_1.04.02_2210_0007,NL-HaNA_1.04.02_2210_0007,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2210/file/NL-HaNA_1.04.02_2210_0008,NL-HaNA_1.04.02_2210_0008,FALSE
521,,2210,A,,3257,3281,64,88,Dubbel,9,425,1732,,8 december 1732,8-12-1732,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2210/file/NL-HaNA_1.04.02_2210_0064,NL-HaNA_1.04.02_2210_0064,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2210/file/NL-HaNA_1.04.02_2210_0088,NL-HaNA_1.04.02_2210_0088,FALSE
522,,2212,A,,3874,4351,23,500,Dubbel,9,427,1733,,10 februari 1733,10-02-1733,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2212/file/NL-HaNA_1.04.02_2212_0023,NL-HaNA_1.04.02_2212_0023,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2212/file/NL-HaNA_1.04.02_2212_0500,NL-HaNA_1.04.02_2212_0500,FALSE
523,,2215,A,,5889,6119,21,253,Dubbel,9,467,1733,,31 maart 1733,31-03-1733,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2215/file/NL-HaNA_1.04.02_2215_0021,NL-HaNA_1.04.02_2215_0021,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2215/file/NL-HaNA_1.04.02_2215_0253,NL-HaNA_1.04.02_2215_0253,FALSE
524,,2215,A,,6123,6140,260,278,Dubbel,9,482,1733,,31 maart 1733,31-03-1733,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2215/file/NL-HaNA_1.04.02_2215_0260,NL-HaNA_1.04.02_2215_0260,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2215/file/NL-HaNA_1.04.02_2215_0278,NL-HaNA_1.04.02_2215_0278,FALSE
525,,2258,A,,25,707,61,1429,Enkel,9,484,1733,,31 oktober 1733,31-10-1733,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2258/file/NL-HaNA_1.04.02_2258_0061,NL-HaNA_1.04.02_2258_0061,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2258/file/NL-HaNA_1.04.02_2258_1429,NL-HaNA_1.04.02_2258_1429,FALSE
526,,2263,A,,3236,3605,31,769,Enkel,9,525,1733,,22 december 1733,22-12-1733,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2263/file/NL-HaNA_1.04.02_2263_0031,NL-HaNA_1.04.02_2263_0031,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2263/file/NL-HaNA_1.04.02_2263_0769,NL-HaNA_1.04.02_2263_0769,FALSE
527,,2265,A,,4186,4588,29,841,Enkel,9,548,1734,,7 maart 1734,7-03-1734,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2265/file/NL-HaNA_1.04.02_2265_0029,NL-HaNA_1.04.02_2265_0029,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2265/file/NL-HaNA_1.04.02_2265_0841,NL-HaNA_1.04.02_2265_0841,FALSE
528,,2267,A,,5362,5680,25,663,Enkel,9,567,1734,,31 maart 1734,31-03-1734,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2267/file/NL-HaNA_1.04.02_2267_0025,NL-HaNA_1.04.02_2267_0025,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2267/file/NL-HaNA_1.04.02_2267_0663,NL-HaNA_1.04.02_2267_0663,FALSE
529,,2296,A,,7,148,29,309,Enkel,9,588,1734,,6 oktober 1734,6-10-1734,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2296/file/NL-HaNA_1.04.02_2296_0029,NL-HaNA_1.04.02_2296_0029,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2296/file/NL-HaNA_1.04.02_2296_0309,NL-HaNA_1.04.02_2296_0309,FALSE
530,,2298,A,,1194,1650,33,1175,Enkel,9,597,1734,,30 november 1734,30-11-1734,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2298/file/NL-HaNA_1.04.02_2298_0033,NL-HaNA_1.04.02_2298_0033,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2298/file/NL-HaNA_1.04.02_2298_1175,NL-HaNA_1.04.02_2298_1175,FALSE
531,,2298,A,,1699,1703,1301,1309,Enkel,9,627,1735,,1 januari 1735,1-01-1735,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2298/file/NL-HaNA_1.04.02_2298_1301,NL-HaNA_1.04.02_2298_1301,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2298/file/NL-HaNA_1.04.02_2298_1309,NL-HaNA_1.04.02_2298_1309,FALSE
532,,2300,A,,2487,2855,33,764,Enkel,9,628,1735,,31 maart 1735,31-03-1735,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2300/file/NL-HaNA_1.04.02_2300_0033,NL-HaNA_1.04.02_2300_0033,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2300/file/NL-HaNA_1.04.02_2300_0764,NL-HaNA_1.04.02_2300_0764,FALSE
533,,2364,A,,1882,1914,21,54,Dubbel,9,805,1737,,5 februari 1737,5-02-1737,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2364/file/NL-HaNA_1.04.02_2364_0021,NL-HaNA_1.04.02_2364_0021,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/2364/file/NL-HaNA_1.04.02_2364_0054,NL-HaNA_1.04.02_2364_0054,FALSE
534,107022,7551,Z,,1,38,5,46,Dubbel,9,#N/A,1732,Generale missive van haar Eds. den gouverneur generaal ende de raden van India tot Batavia aan de hoog edele heeren seventhiene in 't vaderland gedateerd den 14 Februarij 1732., den 14 Februarij 1732.,14-02-1732,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/7551/file/NL-HaNA_1.04.02_7551_0005,NL-HaNA_1.04.02_7551_0005,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/7551/file/NL-HaNA_1.04.02_7551_0046,NL-HaNA_1.04.02_7551_0046,TRUE
535,107023,7551,Z,,39,58,49,68,Dubbel,9,#N/A,1732,Secreete missive van haar Eds. den gouverneur generaal ende de raden van India tot Batavia aan de hoog edele heeren seventhiene in 't vaderland gedateerd den 8 December 1732., den 8 December 1732.,8-12-1732,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/7551/file/NL-HaNA_1.04.02_7551_0049,NL-HaNA_1.04.02_7551_0049,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/7551/file/NL-HaNA_1.04.02_7551_0068,NL-HaNA_1.04.02_7551_0068,TRUE
536,107118,7553,Z,,1,403,5,407,Dubbel,9,#N/A,1735,Copia generale missiven aan de hoog edele heeren seventhienen in 't patria op den 31 Maart anno 1735 per de retourscheepen Goudriaan en Coxhorn afgesonden.,31 maart anno 1735,31-03-1735,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/7553/file/NL-HaNA_1.04.02_7553_0005,NL-HaNA_1.04.02_7553_0005,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/7553/file/NL-HaNA_1.04.02_7553_0407,NL-HaNA_1.04.02_7553_0407,TRUE
537,107119,7554,Z,,1,551,3,561,Dubbel,9,#N/A,1735,Origineele generale missiven aan de hoog edele heeren seventhienen in 't patria gedateerd den 16 December 1735., den 16 December 1735.,16-12-1735,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/7554/file/NL-HaNA_1.04.02_7554_0003,NL-HaNA_1.04.02_7554_0003,https://www.nationaalarchief.nl/onderzoeken/archief/1.04.02/invnr/7554/file/NL-HaNA_1.04.02_7554_0561,NL-HaNA_1.04.02_7554_0561,TRUE
